date,crop,market,price
2020-12-01,turmeric,Kochi,5880
2020-12-01,turmeric,Chennai,6300
2020-12-01,turmeric,Ludhiana,5880
2021-01-01,wheat,Delhi,2100
2021-01-01,wheat,Kochi,2058
2021-01-01,wheat,Chennai,2058
2021-01-01,wheat,Ludhiana,2058
2021-01-01,rice,Delhi,2730
2021-01-01,rice,Kochi,2675
2021-01-01,rice,Chennai,2675
2021-01-01,rice,Ludhiana,2675
2021-01-01,maize,Delhi,1484
2021-01-01,maize,Kochi,1454
2021-01-01,maize,Chennai,1454
2021-01-01,maize,Ludhiana,1454
2021-01-01,gram,Delhi,4066
2021-01-01,gram,Kochi,3985
2021-01-01,gram,Chennai,3985
2021-01-01,gram,Ludhiana,3985
2021-01-01,cotton,Delhi,5830
2021-01-01,cotton,Kochi,5713
2021-01-01,cotton,Chennai,5713
2021-01-01,cotton,Ludhiana,5713
2021-01-01,soybean,Delhi,3424
2021-01-01,soybean,Kochi,3356
2021-01-01,soybean,Chennai,3356
2021-01-01,soybean,Ludhiana,3356
2021-01-01,groundnut,Delhi,4200
2021-01-01,groundnut,Kochi,4116
2021-01-01,groundnut,Chennai,4116
2021-01-01,groundnut,Ludhiana,4116
2021-01-01,mustard,Delhi,3640
2021-01-01,mustard,Kochi,3567
2021-01-01,mustard,Chennai,3567
2021-01-01,mustard,Ludhiana,3567
2021-01-01,coconut,Delhi,2438
2021-01-01,coconut,Kochi,2682
2021-01-01,coconut,Chennai,2389
2021-01-01,coconut,Ludhiana,2389
2021-01-01,rubber,Delhi,14700
2021-01-01,rubber,Kochi,16170
2021-01-01,rubber,Chennai,14406
2021-01-01,rubber,Ludhiana,14406
2021-01-01,pepper,Delhi,51360
2021-01-01,pepper,Kochi,56496
2021-01-01,pepper,Chennai,50333
2021-01-01,pepper,Ludhiana,50333
2021-01-01,cardamom,Delhi,91800
2021-01-01,cardamom,Kochi,100980
2021-01-01,cardamom,Chennai,89964
2021-01-01,cardamom,Ludhiana,89964
2021-01-01,banana,Delhi,2100
2021-01-01,banana,Kochi,2058
2021-01-01,banana,Chennai,2058
2021-01-01,banana,Ludhiana,2058
2021-01-01,tapioca,Delhi,1560
2021-01-01,tapioca,Kochi,1529
2021-01-01,tapioca,Chennai,1529
2021-01-01,tapioca,Ludhiana,1529
2021-01-01,turmeric,Delhi,6300
2021-01-01,turmeric,Kochi,6174
2021-01-01,turmeric,Chennai,6615
2021-01-01,turmeric,Ludhiana,6174
2021-02-01,wheat,Delhi,2100
2021-02-01,wheat,Kochi,2058
2021-02-01,wheat,Chennai,2058
2021-02-01,wheat,Ludhiana,2058
2021-02-01,rice,Delhi,2730
2021-02-01,rice,Kochi,2675
2021-02-01,rice,Chennai,2675
2021-02-01,rice,Ludhiana,2675
2021-02-01,maize,Delhi,1484
2021-02-01,maize,Kochi,1454
2021-02-01,maize,Chennai,1454
2021-02-01,maize,Ludhiana,1454
2021-02-01,gram,Delhi,4066
2021-02-01,gram,Kochi,3985
2021-02-01,gram,Chennai,3985
2021-02-01,gram,Ludhiana,3985
2021-02-01,cotton,Delhi,5830
2021-02-01,cotton,Kochi,5713
2021-02-01,cotton,Chennai,5713
2021-02-01,cotton,Ludhiana,5713
2021-02-01,soybean,Delhi,3424
2021-02-01,soybean,Kochi,3356
2021-02-01,soybean,Chennai,3356
2021-02-01,soybean,Ludhiana,3356
2021-02-01,groundnut,Delhi,4200
2021-02-01,groundnut,Kochi,4116
2021-02-01,groundnut,Chennai,4116
2021-02-01,groundnut,Ludhiana,4116
2021-02-01,mustard,Delhi,3640
2021-02-01,mustard,Kochi,3567
2021-02-01,mustard,Chennai,3567
2021-02-01,mustard,Ludhiana,3567
2021-02-01,coconut,Delhi,2438
2021-02-01,coconut,Kochi,2682
2021-02-01,coconut,Chennai,2389
2021-02-01,coconut,Ludhiana,2389
2021-02-01,rubber,Delhi,14700
2021-02-01,rubber,Kochi,16170
2021-02-01,rubber,Chennai,14406
2021-02-01,rubber,Ludhiana,14406
2021-02-01,pepper,Delhi,51360
2021-02-01,pepper,Kochi,56496
2021-02-01,pepper,Chennai,50333
2021-02-01,pepper,Ludhiana,50333
2021-02-01,cardamom,Delhi,91800
2021-02-01,cardamom,Kochi,100980
2021-02-01,cardamom,Chennai,89964
2021-02-01,cardamom,Ludhiana,89964
2021-02-01,banana,Delhi,2100
2021-02-01,banana,Kochi,2058
2021-02-01,banana,Chennai,2058
2021-02-01,banana,Ludhiana,2058
2021-02-01,tapioca,Delhi,1560
2021-02-01,tapioca,Kochi,1529
2021-02-01,tapioca,Chennai,1529
2021-02-01,tapioca,Ludhiana,1529
2021-02-01,turmeric,Delhi,6300
2021-02-01,turmeric,Kochi,6174
2021-02-01,turmeric,Chennai,6615
2021-02-01,turmeric,Ludhiana,6174
2021-03-01,wheat,Delhi,2100
2021-03-01,wheat,Kochi,2058
2021-03-01,wheat,Chennai,2058
2021-03-01,wheat,Ludhiana,2058
2021-03-01,rice,Delhi,2730
2021-03-01,rice,Kochi,2675
2021-03-01,rice,Chennai,2675
2021-03-01,rice,Ludhiana,2675
2021-03-01,maize,Delhi,1484
2021-03-01,maize,Kochi,1454
2021-03-01,maize,Chennai,1454
2021-03-01,maize,Ludhiana,1454
2021-03-01,gram,Delhi,4066
2021-03-01,gram,Kochi,3985
2021-03-01,gram,Chennai,3985
2021-03-01,gram,Ludhiana,3985
2021-03-01,cotton,Delhi,5830
2021-03-01,cotton,Kochi,5713
2021-03-01,cotton,Chennai,5713
2021-03-01,cotton,Ludhiana,5713
2021-03-01,soybean,Delhi,3424
2021-03-01,soybean,Kochi,3356
2021-03-01,soybean,Chennai,3356
2021-03-01,soybean,Ludhiana,3356
2021-03-01,groundnut,Delhi,4200
2021-03-01,groundnut,Kochi,4116
2021-03-01,groundnut,Chennai,4116
2021-03-01,groundnut,Ludhiana,4116
2021-03-01,mustard,Delhi,3640
2021-03-01,mustard,Kochi,3567
2021-03-01,mustard,Chennai,3567
2021-03-01,mustard,Ludhiana,3567
2021-03-01,coconut,Delhi,2438
2021-03-01,coconut,Kochi,2682
2021-03-01,coconut,Chennai,2389
2021-03-01,coconut,Ludhiana,2389
2021-03-01,rubber,Delhi,14700
2021-03-01,rubber,Kochi,16170
2021-03-01,rubber,Chennai,14406
2021-03-01,rubber,Ludhiana,14406
2021-03-01,pepper,Delhi,51360
2021-03-01,pepper,Kochi,56496
2021-03-01,pepper,Chennai,50333
2021-03-01,pepper,Ludhiana,50333
2021-03-01,cardamom,Delhi,91800
2021-03-01,cardamom,Kochi,100980
2021-03-01,cardamom,Chennai,89964
2021-03-01,cardamom,Ludhiana,89964
2021-03-01,banana,Delhi,2100
2021-03-01,banana,Kochi,2058
2021-03-01,banana,Chennai,2058
2021-03-01,banana,Ludhiana,2058
2021-03-01,tapioca,Delhi,1560
2021-03-01,tapioca,Kochi,1529
2021-03-01,tapioca,Chennai,1529
2021-03-01,tapioca,Ludhiana,1529
2021-03-01,turmeric,Delhi,6300
2021-03-01,turmeric,Kochi,6174
2021-03-01,turmeric,Chennai,6615
2021-03-01,turmeric,Ludhiana,6174
2021-04-01,wheat,Delhi,2100
2021-04-01,wheat,Kochi,2058
2021-04-01,wheat,Chennai,2058
2021-04-01,wheat,Ludhiana,2058
2021-04-01,rice,Delhi,2730
2021-04-01,rice,Kochi,2675
2021-04-01,rice,Chennai,2675
2021-04-01,rice,Ludhiana,2675
2021-04-01,maize,Delhi,1484
2021-04-01,maize,Kochi,1454
2021-04-01,maize,Chennai,1454
2021-04-01,maize,Ludhiana,1454
2021-04-01,gram,Delhi,4066
2021-04-01,gram,Kochi,3985
2021-04-01,gram,Chennai,3985
2021-04-01,gram,Ludhiana,3985
2021-04-01,cotton,Delhi,5830
2021-04-01,cotton,Kochi,5713
2021-04-01,cotton,Chennai,5713
2021-04-01,cotton,Ludhiana,5713
2021-04-01,soybean,Delhi,3424
2021-04-01,soybean,Kochi,3356
2021-04-01,soybean,Chennai,3356
2021-04-01,soybean,Ludhiana,3356
2021-04-01,groundnut,Delhi,4200
2021-04-01,groundnut,Kochi,4116
2021-04-01,groundnut,Chennai,4116
2021-04-01,groundnut,Ludhiana,4116
2021-04-01,mustard,Delhi,3640
2021-04-01,mustard,Kochi,3567
2021-04-01,mustard,Chennai,3567
2021-04-01,mustard,Ludhiana,3567
2021-04-01,coconut,Delhi,2438
2021-04-01,coconut,Kochi,2682
2021-04-01,coconut,Chennai,2389
2021-04-01,coconut,Ludhiana,2389
2021-04-01,rubber,Delhi,14700
2021-04-01,rubber,Kochi,16170
2021-04-01,rubber,Chennai,14406
2021-04-01,rubber,Ludhiana,14406
2021-04-01,pepper,Delhi,51360
2021-04-01,pepper,Kochi,56496
2021-04-01,pepper,Chennai,50333
2021-04-01,pepper,Ludhiana,50333
2021-04-01,cardamom,Delhi,91800
2021-04-01,cardamom,Kochi,100980
2021-04-01,cardamom,Chennai,89964
2021-04-01,cardamom,Ludhiana,89964
2021-04-01,banana,Delhi,2100
2021-04-01,banana,Kochi,2058
2021-04-01,banana,Chennai,2058
2021-04-01,banana,Ludhiana,2058
2021-04-01,tapioca,Delhi,1560
2021-04-01,tapioca,Kochi,1529
2021-04-01,tapioca,Chennai,1529
2021-04-01,tapioca,Ludhiana,1529
2021-04-01,turmeric,Delhi,6300
2021-04-01,turmeric,Kochi,6174
2021-04-01,turmeric,Chennai,6615
2021-04-01,turmeric,Ludhiana,6174
2021-05-01,wheat,Delhi,2100
2021-05-01,wheat,Kochi,2058
2021-05-01,wheat,Chennai,2058
2021-05-01,wheat,Ludhiana,2058
2021-05-01,rice,Delhi,2730
2021-05-01,rice,Kochi,2675
2021-05-01,rice,Chennai,2675
2021-05-01,rice,Ludhiana,2675
2021-05-01,maize,Delhi,1484
2021-05-01,maize,Kochi,1454
2021-05-01,maize,Chennai,1454
2021-05-01,maize,Ludhiana,1454
2021-05-01,gram,Delhi,4066
2021-05-01,gram,Kochi,3985
2021-05-01,gram,Chennai,3985
2021-05-01,gram,Ludhiana,3985
2021-05-01,cotton,Delhi,5830
2021-05-01,cotton,Kochi,5713
2021-05-01,cotton,Chennai,5713
2021-05-01,cotton,Ludhiana,5713
2021-05-01,soybean,Delhi,3424
2021-05-01,soybean,Kochi,3356
2021-05-01,soybean,Chennai,3356
2021-05-01,soybean,Ludhiana,3356
2021-05-01,groundnut,Delhi,4200
2021-05-01,groundnut,Kochi,4116
2021-05-01,groundnut,Chennai,4116
2021-05-01,groundnut,Ludhiana,4116
2021-05-01,mustard,Delhi,3640
2021-05-01,mustard,Kochi,3567
2021-05-01,mustard,Chennai,3567
2021-05-01,mustard,Ludhiana,3567
2021-05-01,coconut,Delhi,2438
2021-05-01,coconut,Kochi,2682
2021-05-01,coconut,Chennai,2389
2021-05-01,coconut,Ludhiana,2389
2021-05-01,rubber,Delhi,14700
2021-05-01,rubber,Kochi,16170
2021-05-01,rubber,Chennai,14406
2021-05-01,rubber,Ludhiana,14406
2021-05-01,pepper,Delhi,51360
2021-05-01,pepper,Kochi,56496
2021-05-01,pepper,Chennai,50333
2021-05-01,pepper,Ludhiana,50333
2021-05-01,cardamom,Delhi,91800
2021-05-01,cardamom,Kochi,100980
2021-05-01,cardamom,Chennai,89964
2021-05-01,cardamom,Ludhiana,89964
2021-05-01,banana,Delhi,2100
2021-05-01,banana,Kochi,2058
2021-05-01,banana,Chennai,2058
2021-05-01,banana,Ludhiana,2058
2021-05-01,tapioca,Delhi,1560
2021-05-01,tapioca,Kochi,1529
2021-05-01,tapioca,Chennai,1529
2021-05-01,tapioca,Ludhiana,1529
2021-05-01,turmeric,Delhi,6300
2021-05-01,turmeric,Kochi,6174
2021-05-01,turmeric,Chennai,6615
2021-05-01,turmeric,Ludhiana,6174
2021-06-01,wheat,Delhi,2100
2021-06-01,wheat,Kochi,2058
2021-06-01,wheat,Chennai,2058
2021-06-01,wheat,Ludhiana,2058
2021-06-01,rice,Delhi,2730
2021-06-01,rice,Kochi,2675
2021-06-01,rice,Chennai,2675
2021-06-01,rice,Ludhiana,2675
2021-06-01,maize,Delhi,1484
2021-06-01,maize,Kochi,1454
2021-06-01,maize,Chennai,1454
2021-06-01,maize,Ludhiana,1454
2021-06-01,gram,Delhi,4066
2021-06-01,gram,Kochi,3985
2021-06-01,gram,Chennai,3985
2021-06-01,gram,Ludhiana,3985
2021-06-01,cotton,Delhi,5830
2021-06-01,cotton,Kochi,5713
2021-06-01,cotton,Chennai,5713
2021-06-01,cotton,Ludhiana,5713
2021-06-01,soybean,Delhi,3424
2021-06-01,soybean,Kochi,3356
2021-06-01,soybean,Chennai,3356
2021-06-01,soybean,Ludhiana,3356
2021-06-01,groundnut,Delhi,4200
2021-06-01,groundnut,Kochi,4116
2021-06-01,groundnut,Chennai,4116
2021-06-01,groundnut,Ludhiana,4116
2021-06-01,mustard,Delhi,3640
2021-06-01,mustard,Kochi,3567
2021-06-01,mustard,Chennai,3567
2021-06-01,mustard,Ludhiana,3567
2021-06-01,coconut,Delhi,2438
2021-06-01,coconut,Kochi,2682
2021-06-01,coconut,Chennai,2389
2021-06-01,coconut,Ludhiana,2389
2021-06-01,rubber,Delhi,14700
2021-06-01,rubber,Kochi,16170
2021-06-01,rubber,Chennai,14406
2021-06-01,rubber,Ludhiana,14406
2021-06-01,pepper,Delhi,51360
2021-06-01,pepper,Kochi,56496
2021-06-01,pepper,Chennai,50333
2021-06-01,pepper,Ludhiana,50333
2021-06-01,cardamom,Delhi,91800
2021-06-01,cardamom,Kochi,100980
2021-06-01,cardamom,Chennai,89964
2021-06-01,cardamom,Ludhiana,89964
2021-06-01,banana,Delhi,2100
2021-06-01,banana,Kochi,2058
2021-06-01,banana,Chennai,2058
2021-06-01,banana,Ludhiana,2058
2021-06-01,tapioca,Delhi,1560
2021-06-01,tapioca,Kochi,1529
2021-06-01,tapioca,Chennai,1529
2021-06-01,tapioca,Ludhiana,1529
2021-06-01,turmeric,Delhi,6300
2021-06-01,turmeric,Kochi,6174
2021-06-01,turmeric,Chennai,6615
2021-06-01,turmeric,Ludhiana,6174
2021-07-01,wheat,Delhi,2100
2021-07-01,wheat,Kochi,2058
2021-07-01,wheat,Chennai,2058
2021-07-01,wheat,Ludhiana,2058
2021-07-01,rice,Delhi,2730
2021-07-01,rice,Kochi,2675
2021-07-01,rice,Chennai,2675
2021-07-01,rice,Ludhiana,2675
2021-07-01,maize,Delhi,1484
2021-07-01,maize,Kochi,1454
2021-07-01,maize,Chennai,1454
2021-07-01,maize,Ludhiana,1454
2021-07-01,gram,Delhi,4066
2021-07-01,gram,Kochi,3985
2021-07-01,gram,Chennai,3985
2021-07-01,gram,Ludhiana,3985
2021-07-01,cotton,Delhi,5830
2021-07-01,cotton,Kochi,5713
2021-07-01,cotton,Chennai,5713
2021-07-01,cotton,Ludhiana,5713
2021-07-01,soybean,Delhi,3424
2021-07-01,soybean,Kochi,3356
2021-07-01,soybean,Chennai,3356
2021-07-01,soybean,Ludhiana,3356
2021-07-01,groundnut,Delhi,4200
2021-07-01,groundnut,Kochi,4116
2021-07-01,groundnut,Chennai,4116
2021-07-01,groundnut,Ludhiana,4116
2021-07-01,mustard,Delhi,3640
2021-07-01,mustard,Kochi,3567
2021-07-01,mustard,Chennai,3567
2021-07-01,mustard,Ludhiana,3567
2021-07-01,coconut,Delhi,2438
2021-07-01,coconut,Kochi,2682
2021-07-01,coconut,Chennai,2389
2021-07-01,coconut,Ludhiana,2389
2021-07-01,rubber,Delhi,14700
2021-07-01,rubber,Kochi,16170
2021-07-01,rubber,Chennai,14406
2021-07-01,rubber,Ludhiana,14406
2021-07-01,pepper,Delhi,51360
2021-07-01,pepper,Kochi,56496
2021-07-01,pepper,Chennai,50333
2021-07-01,pepper,Ludhiana,50333
2021-07-01,cardamom,Delhi,91800
2021-07-01,cardamom,Kochi,100980
2021-07-01,cardamom,Chennai,89964
2021-07-01,cardamom,Ludhiana,89964
2021-07-01,banana,Delhi,2100
2021-07-01,banana,Kochi,2058
2021-07-01,banana,Chennai,2058
2021-07-01,banana,Ludhiana,2058
2021-07-01,tapioca,Delhi,1560
2021-07-01,tapioca,Kochi,1529
2021-07-01,tapioca,Chennai,1529
2021-07-01,tapioca,Ludhiana,1529
2021-07-01,turmeric,Delhi,6300
2021-07-01,turmeric,Kochi,6174
2021-07-01,turmeric,Chennai,6615
2021-07-01,turmeric,Ludhiana,6174
2021-08-01,wheat,Delhi,2100
2021-08-01,wheat,Kochi,2058
2021-08-01,wheat,Chennai,2058
2021-08-01,wheat,Ludhiana,2058
2021-08-01,rice,Delhi,2730
2021-08-01,rice,Kochi,2675
2021-08-01,rice,Chennai,2675
2021-08-01,rice,Ludhiana,2675
2021-08-01,maize,Delhi,1484
2021-08-01,maize,Kochi,1454
2021-08-01,maize,Chennai,1454
2021-08-01,maize,Ludhiana,1454
2021-08-01,gram,Delhi,4066
2021-08-01,gram,Kochi,3985
2021-08-01,gram,Chennai,3985
2021-08-01,gram,Ludhiana,3985
2021-08-01,cotton,Delhi,5830
2021-08-01,cotton,Kochi,5713
2021-08-01,cotton,Chennai,5713
2021-08-01,cotton,Ludhiana,5713
2021-08-01,soybean,Delhi,3424
2021-08-01,soybean,Kochi,3356
2021-08-01,soybean,Chennai,3356
2021-08-01,soybean,Ludhiana,3356
2021-08-01,groundnut,Delhi,4200
2021-08-01,groundnut,Kochi,4116
2021-08-01,groundnut,Chennai,4116
2021-08-01,groundnut,Ludhiana,4116
2021-08-01,mustard,Delhi,3640
2021-08-01,mustard,Kochi,3567
2021-08-01,mustard,Chennai,3567
2021-08-01,mustard,Ludhiana,3567
2021-08-01,coconut,Delhi,2438
2021-08-01,coconut,Kochi,2682
2021-08-01,coconut,Chennai,2389
2021-08-01,coconut,Ludhiana,2389
2021-08-01,rubber,Delhi,14700
2021-08-01,rubber,Kochi,16170
2021-08-01,rubber,Chennai,14406
2021-08-01,rubber,Ludhiana,14406
2021-08-01,pepper,Delhi,51360
2021-08-01,pepper,Kochi,56496
2021-08-01,pepper,Chennai,50333
2021-08-01,pepper,Ludhiana,50333
2021-08-01,cardamom,Delhi,91800
2021-08-01,cardamom,Kochi,100980
2021-08-01,cardamom,Chennai,89964
2021-08-01,cardamom,Ludhiana,89964
2021-08-01,banana,Delhi,2100
2021-08-01,banana,Kochi,2058
2021-08-01,banana,Chennai,2058
2021-08-01,banana,Ludhiana,2058
2021-08-01,tapioca,Delhi,1560
2021-08-01,tapioca,Kochi,1529
2021-08-01,tapioca,Chennai,1529
2021-08-01,tapioca,Ludhiana,1529
2021-08-01,turmeric,Delhi,6300
2021-08-01,turmeric,Kochi,6174
2021-08-01,turmeric,Chennai,6615
2021-08-01,turmeric,Ludhiana,6174
2021-09-01,wheat,Delhi,2100
2021-09-01,wheat,Kochi,2058
2021-09-01,wheat,Chennai,2058
2021-09-01,wheat,Ludhiana,2058
2021-09-01,rice,Delhi,2730
2021-09-01,rice,Kochi,2675
2021-09-01,rice,Chennai,2675
2021-09-01,rice,Ludhiana,2675
2021-09-01,maize,Delhi,1484
2021-09-01,maize,Kochi,1454
2021-09-01,maize,Chennai,1454
2021-09-01,maize,Ludhiana,1454
2021-09-01,gram,Delhi,4066
2021-09-01,gram,Kochi,3985
2021-09-01,gram,Chennai,3985
2021-09-01,gram,Ludhiana,3985
2021-09-01,cotton,Delhi,5830
2021-09-01,cotton,Kochi,5713
2021-09-01,cotton,Chennai,5713
2021-09-01,cotton,Ludhiana,5713
2021-09-01,soybean,Delhi,3424
2021-09-01,soybean,Kochi,3356
2021-09-01,soybean,Chennai,3356
2021-09-01,soybean,Ludhiana,3356
2021-09-01,groundnut,Delhi,4200
2021-09-01,groundnut,Kochi,4116
2021-09-01,groundnut,Chennai,4116
2021-09-01,groundnut,Ludhiana,4116
2021-09-01,mustard,Delhi,3640
2021-09-01,mustard,Kochi,3567
2021-09-01,mustard,Chennai,3567
2021-09-01,mustard,Ludhiana,3567
2021-09-01,coconut,Delhi,2438
2021-09-01,coconut,Kochi,2682
2021-09-01,coconut,Chennai,2389
2021-09-01,coconut,Ludhiana,2389
2021-09-01,rubber,Delhi,14700
2021-09-01,rubber,Kochi,16170
2021-09-01,rubber,Chennai,14406
2021-09-01,rubber,Ludhiana,14406
2021-09-01,pepper,Delhi,51360
2021-09-01,pepper,Kochi,56496
2021-09-01,pepper,Chennai,50333
2021-09-01,pepper,Ludhiana,50333
2021-09-01,cardamom,Delhi,91800
2021-09-01,cardamom,Kochi,100980
2021-09-01,cardamom,Chennai,89964
2021-09-01,cardamom,Ludhiana,89964
2021-09-01,banana,Delhi,2100
2021-09-01,banana,Kochi,2058
2021-09-01,banana,Chennai,2058
2021-09-01,banana,Ludhiana,2058
2021-09-01,tapioca,Delhi,1560
2021-09-01,tapioca,Kochi,1529
2021-09-01,tapioca,Chennai,1529
2021-09-01,tapioca,Ludhiana,1529
2021-09-01,turmeric,Delhi,6300
2021-09-01,turmeric,Kochi,6174
2021-09-01,turmeric,Chennai,6615
2021-09-01,turmeric,Ludhiana,6174
2021-10-01,wheat,Delhi,2100
2021-10-01,wheat,Kochi,2058
2021-10-01,wheat,Chennai,2058
2021-10-01,wheat,Ludhiana,2058
2021-10-01,rice,Delhi,2730
2021-10-01,rice,Kochi,2675
2021-10-01,rice,Chennai,2675
2021-10-01,rice,Ludhiana,2675
2021-10-01,maize,Delhi,1484
2021-10-01,maize,Kochi,1454
2021-10-01,maize,Chennai,1454
2021-10-01,maize,Ludhiana,1454
2021-10-01,gram,Delhi,4066
2021-10-01,gram,Kochi,3985
2021-10-01,gram,Chennai,3985
2021-10-01,gram,Ludhiana,3985
2021-10-01,cotton,Delhi,5830
2021-10-01,cotton,Kochi,5713
2021-10-01,cotton,Chennai,5713
2021-10-01,cotton,Ludhiana,5713
2021-10-01,soybean,Delhi,3424
2021-10-01,soybean,Kochi,3356
2021-10-01,soybean,Chennai,3356
2021-10-01,soybean,Ludhiana,3356
2021-10-01,groundnut,Delhi,4200
2021-10-01,groundnut,Kochi,4116
2021-10-01,groundnut,Chennai,4116
2021-10-01,groundnut,Ludhiana,4116
2021-10-01,mustard,Delhi,3640
2021-10-01,mustard,Kochi,3567
2021-10-01,mustard,Chennai,3567
2021-10-01,mustard,Ludhiana,3567
2021-10-01,coconut,Delhi,2438
2021-10-01,coconut,Kochi,2682
2021-10-01,coconut,Chennai,2389
2021-10-01,coconut,Ludhiana,2389
2021-10-01,rubber,Delhi,14700
2021-10-01,rubber,Kochi,16170
2021-10-01,rubber,Chennai,14406
2021-10-01,rubber,Ludhiana,14406
2021-10-01,pepper,Delhi,51360
2021-10-01,pepper,Kochi,56496
2021-10-01,pepper,Chennai,50333
2021-10-01,pepper,Ludhiana,50333
2021-10-01,cardamom,Delhi,91800
2021-10-01,cardamom,Kochi,100980
2021-10-01,cardamom,Chennai,89964
2021-10-01,cardamom,Ludhiana,89964
2021-10-01,banana,Delhi,2100
2021-10-01,banana,Kochi,2058
2021-10-01,banana,Chennai,2058
2021-10-01,banana,Ludhiana,2058
2021-10-01,tapioca,Delhi,1560
2021-10-01,tapioca,Kochi,1529
2021-10-01,tapioca,Chennai,1529
2021-10-01,tapioca,Ludhiana,1529
2021-10-01,turmeric,Delhi,6300
2021-10-01,turmeric,Kochi,6174
2021-10-01,turmeric,Chennai,6615
2021-10-01,turmeric,Ludhiana,6174
2021-11-01,wheat,Delhi,2100
2021-11-01,wheat,Kochi,2058
2021-11-01,wheat,Chennai,2058
2021-11-01,wheat,Ludhiana,2058
2021-11-01,rice,Delhi,2730
2021-11-01,rice,Kochi,2675
2021-11-01,rice,Chennai,2675
2021-11-01,rice,Ludhiana,2675
2021-11-01,maize,Delhi,1484
2021-11-01,maize,Kochi,1454
2021-11-01,maize,Chennai,1454
2021-11-01,maize,Ludhiana,1454
2021-11-01,gram,Delhi,4066
2021-11-01,gram,Kochi,3985
2021-11-01,gram,Chennai,3985
2021-11-01,gram,Ludhiana,3985
2021-11-01,cotton,Delhi,5830
2021-11-01,cotton,Kochi,5713
2021-11-01,cotton,Chennai,5713
2021-11-01,cotton,Ludhiana,5713
2021-11-01,soybean,Delhi,3424
2021-11-01,soybean,Kochi,3356
2021-11-01,soybean,Chennai,3356
2021-11-01,soybean,Ludhiana,3356
2021-11-01,groundnut,Delhi,4200
2021-11-01,groundnut,Kochi,4116
2021-11-01,groundnut,Chennai,4116
2021-11-01,groundnut,Ludhiana,4116
2021-11-01,mustard,Delhi,3640
2021-11-01,mustard,Kochi,3567
2021-11-01,mustard,Chennai,3567
2021-11-01,mustard,Ludhiana,3567
2021-11-01,coconut,Delhi,2438
2021-11-01,coconut,Kochi,2682
2021-11-01,coconut,Chennai,2389
2021-11-01,coconut,Ludhiana,2389
2021-11-01,rubber,Delhi,14700
2021-11-01,rubber,Kochi,16170
2021-11-01,rubber,Chennai,14406
2021-11-01,rubber,Ludhiana,14406
2021-11-01,pepper,Delhi,51360
2021-11-01,pepper,Kochi,56496
2021-11-01,pepper,Chennai,50333
2021-11-01,pepper,Ludhiana,50333
2021-11-01,cardamom,Delhi,91800
2021-11-01,cardamom,Kochi,100980
2021-11-01,cardamom,Chennai,89964
2021-11-01,cardamom,Ludhiana,89964
2021-11-01,banana,Delhi,2100
2021-11-01,banana,Kochi,2058
2021-11-01,banana,Chennai,2058
2021-11-01,banana,Ludhiana,2058
2021-11-01,tapioca,Delhi,1560
2021-11-01,tapioca,Kochi,1529
2021-11-01,tapioca,Chennai,1529
2021-11-01,tapioca,Ludhiana,1529
2021-11-01,turmeric,Delhi,6300
2021-11-01,turmeric,Kochi,6174
2021-11-01,turmeric,Chennai,6615
2021-11-01,turmeric,Ludhiana,6174
2021-12-01,wheat,Delhi,2100
2021-12-01,wheat,Kochi,2058
2021-12-01,wheat,Chennai,2058
2021-12-01,wheat,Ludhiana,2058
2021-12-01,rice,Delhi,2730
2021-12-01,rice,Kochi,2675
2021-12-01,rice,Chennai,2675
2021-12-01,rice,Ludhiana,2675
2021-12-01,maize,Delhi,1484
2021-12-01,maize,Kochi,1454
2021-12-01,maize,Chennai,1454
2021-12-01,maize,Ludhiana,1454
2021-12-01,gram,Delhi,4066
2021-12-01,gram,Kochi,3985
2021-12-01,gram,Chennai,3985
2021-12-01,gram,Ludhiana,3985
2021-12-01,cotton,Delhi,5830
2021-12-01,cotton,Kochi,5713
2021-12-01,cotton,Chennai,5713
2021-12-01,cotton,Ludhiana,5713
2021-12-01,soybean,Delhi,3424
2021-12-01,soybean,Kochi,3356
2021-12-01,soybean,Chennai,3356
2021-12-01,soybean,Ludhiana,3356
2021-12-01,groundnut,Delhi,4200
2021-12-01,groundnut,Kochi,4116
2021-12-01,groundnut,Chennai,4116
2021-12-01,groundnut,Ludhiana,4116
2021-12-01,mustard,Delhi,3640
2021-12-01,mustard,Kochi,3567
2021-12-01,mustard,Chennai,3567
2021-12-01,mustard,Ludhiana,3567
2021-12-01,coconut,Delhi,2438
2021-12-01,coconut,Kochi,2682
2021-12-01,coconut,Chennai,2389
2021-12-01,coconut,Ludhiana,2389
2021-12-01,rubber,Delhi,14700
2021-12-01,rubber,Kochi,16170
2021-12-01,rubber,Chennai,14406
2021-12-01,rubber,Ludhiana,14406
2021-12-01,pepper,Delhi,51360
2021-12-01,pepper,Kochi,56496
2021-12-01,pepper,Chennai,50333
2021-12-01,pepper,Ludhiana,50333
2021-12-01,cardamom,Delhi,91800
2021-12-01,cardamom,Kochi,100980
2021-12-01,cardamom,Chennai,89964
2021-12-01,cardamom,Ludhiana,89964
2021-12-01,banana,Delhi,2100
2021-12-01,banana,Kochi,2058
2021-12-01,banana,Chennai,2058
2021-12-01,banana,Ludhiana,2058
2021-12-01,tapioca,Delhi,1560
2021-12-01,tapioca,Kochi,1529
