date,crop,market,production_tons,price_per_ton,farm_count
2021-07-31,coconut,Ludhiana,101,3233.01,17
2021-08-31,coconut,Ludhiana,148,3096.01,25
2021-09-30,coconut,Ludhiana,176,3050.06,26
2021-10-31,coconut,Ludhiana,103,2970.23,14
2021-11-30,coconut,Ludhiana,189,3296.62,13
2021-12-31,coconut,Ludhiana,188,3599.14,27
2022-01-31,coconut,Ludhiana,193,3528.65,28
2022-02-28,coconut,Ludhiana,174,3967.81,13
2022-03-31,coconut,Ludhiana,106,4231.44,16
2022-04-30,coconut,Ludhiana,194,4392.93,19
2022-05-31,coconut,Ludhiana,173,4151.69,27
2022-06-30,coconut,Ludhiana,138,4009.6,28
2022-07-31,coconut,Ludhiana,112,3672.74,13
2022-08-31,coconut,Ludhiana,130,3449.61,19
2022-09-30,coconut,Ludhiana,170,3664.22,10
2022-10-31,coconut,Ludhiana,162,3392.06,27
2022-11-30,coconut,Ludhiana,155,3996.75,14
2022-12-31,coconut,Ludhiana,141,4118.95,24
2023-01-31,coconut,Ludhiana,160,4422.26,26
2023-02-28,coconut,Ludhiana,141,4669.89,12
2023-03-31,coconut,Ludhiana,155,4734.49,21
2023-04-30,coconut,Ludhiana,135,4806.12,11
2023-05-31,coconut,Ludhiana,183,4625.0,10
2023-06-30,coconut,Ludhiana,167,4492.98,26
2023-07-31,coconut,Ludhiana,106,4215.4,25
2023-08-31,coconut,Ludhiana,153,3966.25,14
2023-09-30,coconut,Ludhiana,100,3934.87,24
2023-10-31,coconut,Ludhiana,143,4025.56,12
2023-11-30,coconut,Ludhiana,144,4447.78,16
2023-12-31,coconut,Ludhiana,146,4588.26,20
2021-01-31,coconut,Mumbai,161,3394.25,18
2021-02-28,coconut,Mumbai,129,3612.33,11
2021-03-31,coconut,Mumbai,154,3967.18,18
2021-04-30,coconut,Mumbai,115,4336.04,10
2021-05-31,coconut,Mumbai,111,3958.35,20
2021-06-30,coconut,Mumbai,116,4045.14,12
2021-07-31,coconut,Mumbai,115,3830.09,29
2021-08-31,coconut,Mumbai,111,3400.75,13
2021-09-30,coconut,Mumbai,107,3389.99,27
2021-10-31,coconut,Mumbai,183,3503.08,15
2021-11-30,coconut,Mumbai,102,3449.74,12
2021-12-31,coconut,Mumbai,115,3725.38,20
2022-01-31,coconut,Mumbai,129,3995.4,24
2022-02-28,coconut,Mumbai,122,4234.64,14
2022-03-31,coconut,Mumbai,191,4460.6,29
2022-04-30,coconut,Mumbai,104,4457.93,19
2022-05-31,coconut,Mumbai,183,4500.52,21
2022-06-30,coconut,Mumbai,164,4234.59,24
2022-07-31,coconut,Mumbai,129,4111.79,26
2022-08-31,coconut,Mumbai,120,3747.3,19
2022-09-30,coconut,Mumbai,183,3852.77,15
2022-10-31,coconut,Mumbai,169,3957.82,27
2022-11-30,coconut,Mumbai,121,3864.51,22
2022-12-31,coconut,Mumbai,181,4383.84,12
2023-01-31,coconut,Mumbai,171,4777.03,19
2023-02-28,coconut,Mumbai,131,4791.38,23
2023-03-31,coconut,Mumbai,132,5227.02,15
2023-04-30,coconut,Mumbai,115,5108.81,12
2023-05-31,coconut,Mumbai,175,4873.39,25
2023-06-30,coconut,Mumbai,137,4732.1,16
2023-07-31,coconut,Mumbai,197,4574.61,29
2023-08-31,coconut,Mumbai,113,4368.89,23
2023-09-30,coconut,Mumbai,135,4375.81,18
2023-10-31,coconut,Mumbai,196,4331.92,24
2023-11-30,coconut,Mumbai,122,4667.63,12
2023-12-31,coconut,Mumbai,165,4808.63,11
2021-01-31,coconut,Bangalore,115,2956.59,10
2021-02-28,coconut,Bangalore,196,3244.93,22
2021-03-31,coconut,Bangalore,103,3534.74,27
2021-04-30,coconut,Bangalore,103,3682.74,22
2021-05-31,coconut,Bangalore,139,3601.04,27
2021-06-30,coconut,Bangalore,116,3502.17,14
2021-07-31,coconut,Bangalore,151,3015.41,22
2021-08-31,coconut,Bangalore,192,2984.28,13
2021-09-30,coconut,Bangalore,151,2780.75,26
2021-10-31,coconut,Bangalore,135,2920.41,12
2021-11-30,coconut,Bangalore,137,3066.35,26
2021-12-31,coconut,Bangalore,149,3284.18,20
2022-01-31,coconut,Bangalore,162,3654.59,29
2022-02-28,coconut,Bangalore,162,3985.89,13
2022-03-31,coconut,Bangalore,161,4069.48,11
2022-04-30,coconut,Bangalore,198,4025.15,29
2022-05-31,coconut,Bangalore,106,3888.99,25
2022-06-30,coconut,Bangalore,126,3865.2,27
2022-07-31,coconut,Bangalore,191,3662.6,17
2022-08-31,coconut,Bangalore,185,3355.94,12
2022-09-30,coconut,Bangalore,113,3442.26,18
2022-10-31,coconut,Bangalore,170,3378.58,29
2022-11-30,coconut,Bangalore,185,3448.24,15
2022-12-31,coconut,Bangalore,104,4022.08,19
2023-01-31,coconut,Bangalore,154,4318.66,19
2023-02-28,coconut,Bangalore,101,4260.78,22
2023-03-31,coconut,Bangalore,161,4553.5,26
2023-04-30,coconut,Bangalore,190,4556.75,18
2023-05-31,coconut,Bangalore,120,4657.84,26
2023-06-30,coconut,Bangalore,178,4277.75,18
2023-07-31,coconut,Bangalore,120,3919.18,18
2023-08-31,coconut,Bangalore,109,3999.5,10
2023-09-30,coconut,Bangalore,186,3748.85,11
2023-10-31,coconut,Bangalore,157,3947.95,25
2023-11-30,coconut,Bangalore,138,4123.72,10
2023-12-31,coconut,Bangalore,104,4443.95,19
2021-01-31,cotton,Chennai,190,5991.24,18
2021-02-28,cotton,Chennai,101,6314.58,24
2021-03-31,cotton,Chennai,112,6584.83,27
2021-04-30,cotton,Chennai,152,6678.93,22
2021-05-31,cotton,Chennai,131,6345.54,17
2021-06-30,cotton,Chennai,194,6421.5,23
2021-07-31,cotton,Chennai,115,6061.38,17
2021-08-31,cotton,Chennai,131,5978.53,23
2021-09-30,cotton,Chennai,131,5870.71,16
2021-10-31,cotton,Chennai,197,5987.85,21
2021-11-30,cotton,Chennai,110,6034.64,20
2021-12-31,cotton,Chennai,109,6321.66,20
2022-01-31,cotton,Chennai,114,6682.87,22
2022-02-28,cotton,Chennai,116,7008.89,27
2022-03-31,cotton,Chennai,139,7063.23,11
2022-04-30,cotton,Chennai,117,7139.74,24
2022-05-31,cotton,Chennai,154,7048.11,29
2022-06-30,cotton,Chennai,172,6807.33,27
2022-07-31,cotton,Chennai,124,6561.5,24
2022-08-31,cotton,Chennai,158,6225.7,28
2022-09-30,cotton,Chennai,177,6262.01,21
2022-10-31,cotton,Chennai,188,6246.61,22
2022-11-30,cotton,Chennai,121,6739.41,20
2022-12-31,cotton,Chennai,129,6915.28,14
2023-01-31,cotton,Chennai,183,7191.66,10
2023-02-28,cotton,Chennai,184,7390.6,12
2023-03-31,cotton,Chennai,143,7612.74,28
2023-04-30,cotton,Chennai,131,7532.11,16
2023-05-31,cotton,Chennai,150,7511.29,21
2023-06-30,cotton,Chennai,145,7312.25,24
2023-07-31,cotton,Chennai,120,6982.63,14
2023-08-31,cotton,Chennai,198,6823.24,24
2023-09-30,cotton,Chennai,131,6968.15,17
2023-10-31,cotton,Chennai,193,6968.7,19
2023-11-30,cotton,Chennai,138,7122.59,25
2023-12-31,cotton,Chennai,111,7462.95,17
2021-01-31,cotton,Delhi,181,6682.85,29
2021-02-28,cotton,Delhi,118,6806.64,25
2021-03-31,cotton,Delhi,130,7254.81,24
2021-04-30,cotton,Delhi,159,7185.79,24
2021-05-31,cotton,Delhi,159,7214.78,15
2021-06-30,cotton,Delhi,118,6891.18,24
2021-07-31,cotton,Delhi,148,6884.31,23
2021-08-31,cotton,Delhi,162,6750.76,20
2021-09-30,cotton,Delhi,182,6431.63,16
2021-10-31,cotton,Delhi,121,6379.22,18
2021-11-30,cotton,Delhi,123,6665.45,25
2021-12-31,cotton,Delhi,175,7041.22,14
2022-01-31,cotton,Delhi,129,7058.58,29
2022-02-28,cotton,Delhi,157,7375.48,19
2022-03-31,cotton,Delhi,130,7630.11,27
2022-04-30,cotton,Delhi,199,7648.29,12
2022-05-31,cotton,Delhi,163,7565.39,22
2022-06-30,cotton,Delhi,118,7252.18,20
2022-07-31,cotton,Delhi,147,7297.32,26
2022-08-31,cotton,Delhi,144,7086.76,22
2022-09-30,cotton,Delhi,199,6799.79,15
2022-10-31,cotton,Delhi,193,7170.19,26
2022-11-30,cotton,Delhi,154,7382.0,22
2022-12-31,cotton,Delhi,154,7421.35,28
2023-01-31,cotton,Delhi,196,7920.91,28
2023-02-28,cotton,Delhi,117,8005.04,19
2023-03-31,cotton,Delhi,162,8227.87,12
2023-04-30,cotton,Delhi,191,8133.33,23
2023-05-31,cotton,Delhi,146,8315.32,28
2023-06-30,cotton,Delhi,174,7858.08,14
2023-07-31,cotton,Delhi,156,7681.42,14
2023-08-31,cotton,Delhi,144,7442.49,29
2023-09-30,cotton,Delhi,132,7658.06,26
2023-10-31,cotton,Delhi,116,7762.65,19
2023-11-30,cotton,Delhi,169,7963.79,14
2023-12-31,cotton,Delhi,103,8195.64,13
2021-01-31,cotton,Kochi,111,5697.25,25
2021-02-28,cotton,Kochi,160,6176.53,25
2021-03-31,cotton,Kochi,140,6392.14,28
2021-04-30,cotton,Kochi,132,6282.36,16
2021-05-31,cotton,Kochi,149,6228.49,21
2021-06-30,cotton,Kochi,167,6178.11,24
2021-07-31,cotton,Kochi,170,5812.48,17
2021-08-31,cotton,Kochi,185,5736.29,15
2021-09-30,cotton,Kochi,132,5659.7,19
2021-10-31,cotton,Kochi,180,5712.93,12
2021-11-30,cotton,Kochi,123,5727.64,28
2021-12-31,cotton,Kochi,160,5975.37,26
2022-01-31,cotton,Kochi,160,6215.77,16
2022-02-28,cotton,Kochi,197,6503.42,29
2022-03-31,cotton,Kochi,127,6752.88,13
2022-04-30,cotton,Kochi,157,6867.06,23
2022-05-31,cotton,Kochi,142,6838.47,29
2022-06-30,cotton,Kochi,140,6481.27,24
2022-07-31,cotton,Kochi,138,6487.68,17
2022-08-31,cotton,Kochi,185,6125.78,24
2022-09-30,cotton,Kochi,148,6067.54,29
2022-10-31,cotton,Kochi,116,6049.75,23
2022-11-30,cotton,Kochi,197,6071.46,18
2022-12-31,cotton,Kochi,169,6684.84,17
2023-01-31,cotton,Kochi,169,6977.94,26
2023-02-28,cotton,Kochi,197,7134.21,11
2023-03-31,cotton,Kochi,164,7316.46,12
2023-04-30,cotton,Kochi,173,7368.5,17
2023-05-31,cotton,Kochi,184,7037.64,21
2023-06-30,cotton,Kochi,104,6934.77,10
2023-07-31,cotton,Kochi,101,6848.2,19
2023-08-31,cotton,Kochi,121,6485.86,29
2023-09-30,cotton,Kochi,156,6601.29,12
2023-10-31,cotton,Kochi,165,6538.33,15
2023-11-30,cotton,Kochi,173,6947.34,16
2023-12-31,cotton,Kochi,197,7196.44,29
2021-01-31,cotton,Ludhiana,167,6079.6,29
2021-02-28,cotton,Ludhiana,124,6495.56,11
2021-03-31,cotton,Ludhiana,119,6813.3,18
2021-04-30,cotton,Ludhiana,133,6840.35,28
2021-05-31,cotton,Ludhiana,125,6835.99,24
2021-06-30,cotton,Ludhiana,104,6679.99,27
2021-07-31,cotton,Ludhiana,198,6486.57,20
2021-08-31,cotton,Ludhiana,160,6233.16,25
2021-09-30,cotton,Ludhiana,191,6101.97,26
2021-10-31,cotton,Ludhiana,192,6283.67,14
2021-11-30,cotton,Ludhiana,108,6442.62,21
2021-12-31,cotton,Ludhiana,149,6457.69,20
2022-01-31,cotton,Ludhiana,105,6627.6,24
2022-02-28,cotton,Ludhiana,182,7292.45,12
2022-03-31,cotton,Ludhiana,159,7252.65,10
2022-04-30,cotton,Ludhiana,143,7451.6,29
2022-05-31,cotton,Ludhiana,110,7190.54,25
2022-06-30,cotton,Ludhiana,165,7291.37,11
2022-07-31,cotton,Ludhiana,146,7192.78,11
2022-08-31,cotton,Ludhiana,172,6771.17,12
2022-09-30,cotton,Ludhiana,184,6660.27,17
2022-10-31,cotton,Ludhiana,187,6692.26,24
2022-11-30,cotton,Ludhiana,197,6992.07,16
2022-12-31,cotton,Ludhiana,185,7253.2,15
2023-01-31,cotton,Ludhiana,102,7604.61,18
2023-02-28,cotton,Ludhiana,175,7699.55,29
2023-03-31,cotton,Ludhiana,191,7943.77,10
2023-04-30,cotton,Ludhiana,129,7862.66,17
2023-05-31,cotton,Ludhiana,189,7688.12,12
2023-06-30,cotton,Ludhiana,120,7583.58,13
2023-07-31,cotton,Ludhiana,127,7276.52,24
2023-08-31,cotton,Ludhiana,189,7328.66,15
2023-09-30,cotton,Ludhiana,161,7085.74,24
2023-10-31,cotton,Ludhiana,132,7310.34,12
2023-11-30,cotton,Ludhiana,184,7440.35,23
2023-12-31,cotton,Ludhiana,134,7827.71,29
2021-01-31,cotton,Mumbai,167,6972.36,17
2021-02-28,cotton,Mumbai,167,7266.05,22
2021-03-31,cotton,Mumbai,191,7304.8,24
2021-04-30,cotton,Mumbai,107,7611.49,17
2021-05-31,cotton,Mumbai,101,7515.98,21
2021-06-30,cotton,Mumbai,185,7396.27,21
2021-07-31,cotton,Mumbai,140,7015.69,23
2021-08-31,cotton,Mumbai,154,6921.12,24
2021-09-30,cotton,Mumbai,115,6612.61,24
2021-10-31,cotton,Mumbai,192,6562.54,18
2021-11-30,cotton,Mumbai,161,6951.74,28
2021-12-31,cotton,Mumbai,147,7305.8,29
2022-01-31,cotton,Mumbai,129,7528.86,17
2022-02-28,cotton,Mumbai,111,7779.77,28
2022-03-31,cotton,Mumbai,134,7956.77,15
2022-04-30,cotton,Mumbai,110,7936.06,29
2022-05-31,cotton,Mumbai,163,7924.93,28
2022-06-30,cotton,Mumbai,149,7803.76,13
2022-07-31,cotton,Mumbai,184,7494.89,16
2022-08-31,cotton,Mumbai,120,7427.95,13
2022-09-30,cotton,Mumbai,168,7289.28,21
2022-10-31,cotton,Mumbai,147,7356.17,22
2022-11-30,cotton,Mumbai,119,7602.75,12
2022-12-31,cotton,Mumbai,166,7743.76,21
2023-01-31,cotton,Mumbai,143,8170.2,11
2023-02-28,cotton,Mumbai,132,8323.7,11
2023-03-31,cotton,Mumbai,172,8543.71,18
2023-04-30,cotton,Mumbai,160,8452.33,10
2023-05-31,cotton,Mumbai,108,8302.82,17
2023-06-30,cotton,Mumbai,167,8196.86,15
2023-07-31,cotton,Mumbai,134,7780.25,15
2023-08-31,cotton,Mumbai,180,7781.66,27
2023-09-30,cotton,Mumbai,197,7611.29,26
2023-10-31,cotton,Mumbai,187,7951.91,21
2023-11-30,cotton,Mumbai,195,8205.7,15
2023-12-31,cotton,Mumbai,164,8313.6,17
2021-01-31,cotton,Bangalore,160,5981.48,18
2021-02-28,cotton,Bangalore,132,6140.03,19
2021-03-31,cotton,Bangalore,144,6384.52,11
2021-04-30,cotton,Bangalore,189,6368.75,28
2021-05-31,cotton,Bangalore,191,6532.45,20
2021-06-30,cotton,Bangalore,168,6659.05,22
2021-07-31,cotton,Bangalore,107,6083.53,19
2021-08-31,cotton,Bangalore,124,5742.96,23
2021-09-30,cotton,Bangalore,190,5979.36,27
2021-10-31,cotton,Bangalore,145,6126.61,28
2021-11-30,cotton,Bangalore,186,6067.45,18
2021-12-31,cotton,Bangalore,129,6324.61,16
2022-01-31,cotton,Bangalore,146,6572.58,12
2022-02-28,cotton,Bangalore,186,6706.69,29
2022-03-31,cotton,Bangalore,148,6930.46,15
2022-04-30,cotton,Bangalore,146,7098.65,11
2022-05-31,cotton,Bangalore,183,6996.27,15
2022-06-30,cotton,Bangalore,181,6850.07,12
2022-07-31,cotton,Bangalore,117,6721.34,25
2022-08-31,cotton,Bangalore,165,6394.7,17
2022-09-30,cotton,Bangalore,167,6454.65,11
2022-10-31,cotton,Bangalore,193,6366.94,26
2022-11-30,cotton,Bangalore,132,6717.71,18
2022-12-31,cotton,Bangalore,135,6905.07,21
2023-01-31,cotton,Bangalore,181,7160.68,12
2023-02-28,cotton,Bangalore,118,7469.27,20
2023-03-31,cotton,Bangalore,127,7580.41,10
2023-04-30,cotton,Bangalore,139,7628.22,22
2023-05-31,cotton,Bangalore,183,7569.7,24
2023-06-30,cotton,Bangalore,196,7278.96,14
2023-07-31,cotton,Bangalore,175,7031.82,26
2023-08-31,cotton,Bangalore,114,6798.93,15
2023-09-30,cotton,Bangalore,140,6929.85,20
2023-10-31,cotton,Bangalore,138,7008.82,27
2023-11-30,cotton,Bangalore,101,7082.5,13
2023-12-31,cotton,Bangalore,162,7583.55,12
2021-01-31,gram,Chennai,150,4508.11,22
2021-02-28,gram,Chennai,149,4718.81,28
2021-03-31,gram,Chennai,105,5052.25,26
2021-04-30,gram,Chennai,158,5233.19,23
2021-05-31,gram,Chennai,114,5032.53,21
2021-06-30,gram,Chennai,129,4798.37,21
2021-07-31,gram,Chennai,141,4931.41,20
2021-08-31,gram,Chennai,136,4368.25,16
2021-09-30,gram,Chennai,141,4347.19,13
2021-10-31,gram,Chennai,134,4413.45,28
2021-11-30,gram,Chennai,186,4510.41,10
2021-12-31,gram,Chennai,105,4788.25,12
2022-01-31,gram,Chennai,167,5161.25,22
2022-02-28,gram,Chennai,117,5146.94,24
2022-03-31,gram,Chennai,172,5448.84,11
2022-04-30,gram,Chennai,128,5634.75,20
2022-05-31,gram,Chennai,176,5506.69,13
2022-06-30,gram,Chennai,158,5374.53,28
2022-07-31,gram,Chennai,146,5161.18,26
2022-08-31,gram,Chennai,116,4741.3,12
2022-09-30,gram,Chennai,195,4997.04,27
2022-10-31,gram,Chennai,121,4874.64,17
2022-11-30,gram,Chennai,167,5027.34,28
2022-12-31,gram,Chennai,168,5417.27,14
2023-01-31,gram,Chennai,136,5714.97,16
2023-02-28,gram,Chennai,148,6082.01,17
2023-03-31,gram,Chennai,112,6136.95,14
2023-04-30,gram,Chennai,133,6232.72,26
2023-05-31,gram,Chennai,185,5900.07,14
2023-06-30,gram,Chennai,152,5801.86,13
2023-07-31,gram,Chennai,186,5457.3,28
2023-08-31,gram,Chennai,150,5421.05,11
2023-09-30,gram,Chennai,102,5360.5,20
2023-10-31,gram,Chennai,141,5458.26,22
2023-11-30,gram,Chennai,197,5685.84,24
2023-12-31,gram,Chennai,131,6073.64,21
2021-01-31,gram,Delhi,175,4882.15,18
2021-02-28,gram,Delhi,165,5256.87,11
2021-03-31,gram,Delhi,140,5439.85,23
2021-04-30,gram,Delhi,123,5774.86,23
2021-05-31,gram,Delhi,134,5540.59,13
2021-06-30,gram,Delhi,155,5446.6,15
2021-07-31,gram,Delhi,129,5184.04,20
2021-08-31,gram,Delhi,156,4921.44,12
2021-09-30,gram,Delhi,193,4640.61,17
2021-10-31,gram,Delhi,146,4832.38,12
2021-11-30,gram,Delhi,134,5313.12,23
2021-12-31,gram,Delhi,118,5121.3,22
2022-01-31,gram,Delhi,107,5372.08,22
2022-02-28,gram,Delhi,125,6029.75,11
2022-03-31,gram,Delhi,170,6099.74,22
2022-04-30,gram,Delhi,129,6099.06,28
2022-05-31,gram,Delhi,106,6133.38,15
2022-06-30,gram,Delhi,166,5728.44,25
2022-07-31,gram,Delhi,164,5577.75,11
2022-08-31,gram,Delhi,135,5498.4,17
2022-09-30,gram,Delhi,124,5530.71,26
2022-10-31,gram,Delhi,136,5257.62,11
2022-11-30,gram,Delhi,100,5691.96,19
2022-12-31,gram,Delhi,114,5884.62,25
2023-01-31,gram,Delhi,136,6170.56,15
2023-02-28,gram,Delhi,112,6411.57,11
2023-03-31,gram,Delhi,107,6421.3,11
2023-04-30,gram,Delhi,104,6663.22,22
2023-05-31,gram,Delhi,159,6365.67,24
2023-06-30,gram,Delhi,172,6129.71,11
2023-07-31,gram,Delhi,100,6107.32,16
2023-08-31,gram,Delhi,135,5940.2,12
2023-09-30,gram,Delhi,134,5829.83,17
2023-10-31,gram,Delhi,165,6031.94,23
2023-11-30,gram,Delhi,162,6293.29,16
2023-12-31,gram,Delhi,122,6580.82,16
2021-01-31,gram,Kochi,164,4338.54,21
2021-02-28,gram,Kochi,118,4450.38,20
2021-03-31,gram,Kochi,108,4807.01,26
2021-04-30,gram,Kochi,126,4930.81,13
2021-05-31,gram,Kochi,133,4999.78,24
2021-06-30,gram,Kochi,143,4575.35,18
2021-07-31,gram,Kochi,167,4185.37,29
2021-08-31,gram,Kochi,199,4299.49,28
2021-09-30,gram,Kochi,181,4338.14,28
2021-10-31,gram,Kochi,114,4289.13,21
2021-11-30,gram,Kochi,150,4333.62,14
2021-12-31,gram,Kochi,112,4521.58,19
2022-01-31,gram,Kochi,182,4959.28,26
2022-02-28,gram,Kochi,148,5063.76,14
2022-03-31,gram,Kochi,169,5398.16,25
2022-04-30,gram,Kochi,155,5455.87,16
2022-05-31,gram,Kochi,175,5428.13,18
2022-06-30,gram,Kochi,150,5412.56,12
2022-07-31,gram,Kochi,136,4952.65,24
2022-08-31,gram,Kochi,116,4676.99,25
2022-09-30,gram,Kochi,157,4642.12,27
2022-10-31,gram,Kochi,186,4522.56,23
2022-11-30,gram,Kochi,189,4819.42,12
2022-12-31,gram,Kochi,128,5130.51,21
2023-01-31,gram,Kochi,132,5426.85,18
2023-02-28,gram,Kochi,159,5752.58,16
2023-03-31,gram,Kochi,190,5802.52,18
2023-04-30,gram,Kochi,188,6004.01,22
2023-05-31,gram,Kochi,154,5768.91,27
2023-06-30,gram,Kochi,109,5561.75,14
2023-07-31,gram,Kochi,146,5310.98,22
2023-08-31,gram,Kochi,122,5201.8,13
2023-09-30,gram,Kochi,184,5229.44,11
2023-10-31,gram,Kochi,120,5162.27,25
2023-11-30,gram,Kochi,112,5409.88,18
2023-12-31,gram,Kochi,132,5744.63,18
2021-01-31,gram,Ludhiana,133,4764.25,11
2021-02-28,gram,Ludhiana,136,5087.27,11
2021-03-31,gram,Ludhiana,105,5365.95,22
2021-04-30,gram,Ludhiana,106,5410.38,24
2021-05-31,gram,Ludhiana,195,5381.0,21
2021-06-30,gram,Ludhiana,195,5139.79,13
2021-07-31,gram,Ludhiana,124,4974.54,17
2021-08-31,gram,Ludhiana,132,4672.36,18
2021-09-30,gram,Ludhiana,154,4573.75,14
2021-10-31,gram,Ludhiana,157,4811.71,29
2021-11-30,gram,Ludhiana,106,4681.84,27
2021-12-31,gram,Ludhiana,156,5036.17,20
2022-01-31,gram,Ludhiana,111,5339.91,24
2022-02-28,gram,Ludhiana,115,5580.04,18
2022-03-31,gram,Ludhiana,179,5851.97,26
2022-04-30,gram,Ludhiana,142,5914.29,21
2022-05-31,gram,Ludhiana,199,5679.53,16
2022-06-30,gram,Ludhiana,176,5596.73,19
2022-07-31,gram,Ludhiana,106,5255.17,19
2022-08-31,gram,Ludhiana,199,5256.74,22
2022-09-30,gram,Ludhiana,150,5112.33,28
2022-10-31,gram,Ludhiana,172,5157.7,20
2022-11-30,gram,Ludhiana,131,5404.79,22
2022-12-31,gram,Ludhiana,174,5593.88,17
2023-01-31,gram,Ludhiana,107,6020.66,17
2023-02-28,gram,Ludhiana,196,6092.5,13
2023-03-31,gram,Ludhiana,186,6475.95,24
2023-04-30,gram,Ludhiana,188,6286.82,20
2023-05-31,gram,Ludhiana,171,6049.27,20
2023-06-30,gram,Ludhiana,144,5979.82,10
2023-07-31,gram,Ludhiana,185,5749.58,26
2023-08-31,gram,Ludhiana,158,5602.68,24
2023-09-30,gram,Ludhiana,103,5620.1,29
2023-10-31,gram,Ludhiana,166,5808.77,15
2023-11-30,gram,Ludhiana,128,5906.52,24
2023-12-31,gram,Ludhiana,128,6155.84,18
2021-01-31,gram,Mumbai,179,5286.45,14
2021-02-28,gram,Mumbai,165,5585.7,12
2021-03-31,gram,Mumbai,133,5700.53,21
2021-04-30,gram,Mumbai,107,5880.37,22
2021-05-31,gram,Mumbai,112,5594.81,22
2021-06-30,gram,Mumbai,107,5534.3,19
2021-07-31,gram,Mumbai,193,5317.43,13
2021-08-31,gram,Mumbai,195,5306.33,18
2021-09-30,gram,Mumbai,199,5123.56,11
2021-10-31,gram,Mumbai,193,5083.7,28
2021-11-30,gram,Mumbai,164,5240.83,10
2021-12-31,gram,Mumbai,142,5627.58,16
2022-01-31,gram,Mumbai,138,5761.55,26
2022-02-28,gram,Mumbai,180,5929.71,12
2022-03-31,gram,Mumbai,158,6359.25,29
2022-04-30,gram,Mumbai,183,6323.51,29
2022-05-31,gram,Mumbai,187,6317.48,12
2022-06-30,gram,Mumbai,185,6032.11,12
2022-07-31,gram,Mumbai,192,5729.54,26
2022-08-31,gram,Mumbai,185,5668.17,16
2022-09-30,gram,Mumbai,143,5545.7,23
2022-10-31,gram,Mumbai,108,5617.97,26
2022-11-30,gram,Mumbai,136,5950.54,27
2022-12-31,gram,Mumbai,173,5961.57,22
2023-01-31,gram,Mumbai,135,6407.85,29
2023-02-28,gram,Mumbai,191,6555.44,29
2023-03-31,gram,Mumbai,127,6525.71,27
2023-04-30,gram,Mumbai,141,6787.01,13
2023-05-31,gram,Mumbai,142,6671.99,10
2023-06-30,gram,Mumbai,184,6525.03,27
2023-07-31,gram,Mumbai,187,6222.02,10
2023-08-31,gram,Mumbai,141,5937.38,22
2023-09-30,gram,Mumbai,165,5964.69,29
2023-10-31,gram,Mumbai,154,6280.68,29
2023-11-30,gram,Mumbai,171,6292.03,19
2023-12-31,gram,Mumbai,147,6833.32,20
2021-01-31,gram,Bangalore,159,4419.6,25
2021-02-28,gram,Bangalore,153,4873.92,17
2021-03-31,gram,Bangalore,169,4917.47,26
2021-04-30,gram,Bangalore,156,5198.91,25
2021-05-31,gram,Bangalore,109,5257.07,19
2021-06-30,gram,Bangalore,139,4878.52,19
2021-07-31,gram,Bangalore,106,4518.98,11
2021-08-31,gram,Bangalore,137,4674.99,18
2021-09-30,gram,Bangalore,184,4475.72,26
2021-10-31,gram,Bangalore,160,4342.88,20
2021-11-30,gram,Bangalore,183,4515.86,19
2021-12-31,gram,Bangalore,102,4684.68,26
2022-01-31,gram,Bangalore,150,5245.59,13
2022-02-28,gram,Bangalore,185,5332.64,25
2022-03-31,gram,Bangalore,146,5433.66,29
2022-04-30,gram,Bangalore,167,5651.69,24
2022-05-31,gram,Bangalore,191,5461.11,14
2022-06-30,gram,Bangalore,175,5258.59,15
2022-07-31,gram,Bangalore,137,5095.4,26
2022-08-31,gram,Bangalore,135,4961.52,10
2022-09-30,gram,Bangalore,140,4731.57,28
2022-10-31,gram,Bangalore,168,5062.99,13
2022-11-30,gram,Bangalore,112,5181.6,26
2022-12-31,gram,Bangalore,186,5359.9,18
2023-01-31,gram,Bangalore,157,5613.92,11
2023-02-28,gram,Bangalore,149,5953.42,17
2023-03-31,gram,Bangalore,129,6199.7,24
2023-04-30,gram,Bangalore,161,6191.37,16
2023-05-31,gram,Bangalore,124,6099.74,15
2023-06-30,gram,Bangalore,126,5739.64,10
2023-07-31,gram,Bangalore,150,5276.28,24
2023-08-31,gram,Bangalore,177,5536.07,16
2023-09-30,gram,Bangalore,156,5355.21,26
2023-10-31,gram,Bangalore,146,5540.6,11
2023-11-30,gram,Bangalore,199,5867.62,18
2023-12-31,gram,Bangalore,138,6243.44,18
2021-01-31,groundnut,Chennai,152,5370.09,29
2021-02-28,groundnut,Chennai,174,5677.09,27
2021-03-31,groundnut,Chennai,104,6131.83,19
2021-04-30,groundnut,Chennai,126,6221.82,18
2021-05-31,groundnut,Chennai,111,6152.08,17
2021-06-30,groundnut,Chennai,116,5940.02,19
2021-07-31,groundnut,Chennai,105,5473.2,26
2021-08-31,groundnut,Chennai,196,5498.62,11
2021-09-30,groundnut,Chennai,104,5428.51,15
2021-10-31,groundnut,Chennai,156,5336.77,14
2021-11-30,groundnut,Chennai,127,5466.41,18
2021-12-31,groundnut,Chennai,177,5940.18,14
2022-01-31,groundnut,Chennai,168,6097.54,27
2022-02-28,groundnut,Chennai,158,6431.59,29
2022-03-31,groundnut,Chennai,132,6652.94,18
2022-04-30,groundnut,Chennai,161,6530.18,26
